@timestamp,message,event.action,event.button_name,event.customer_id,event.api_endpoint,event.status,event.response_time,hit_time_gmt,post_visid_high,post_visid_low,visit_num,page_name,page_url,event_list,events,evar1,prop1,prop2,time_spent
2024-05-18 09:00:00+00:00,Agent agent11 closed account for customer 10095.,api_call,,10095,/api/account/reset/password/27618,failed,425,2024-05-18 08:59:44+00:00,9323064759,1873239246,2,Network Optimization Settings,/network/Network-Optimization-Settings/10095,,,agent16,Network,Network Optimization Settings,250
2024-05-18 09:00:00+00:00,Agent agent01 viewed plan features for customer 10096.,api_call,,10096,/api/plans & perks/plans/features/81796,failed,383,2024-05-18 08:59:55+00:00,2373155744,9188468133,3,Notification Settings,/account/Notification-Settings/10096,1,event6,agent17,Account,Notification Settings,284
2024-05-18 09:00:00+00:00,Agent agent02 completed upgrade for customer 10097.,api_call,completed_upgrade,10097,/api/upgrades/upgrade/checkEligibility/25468,failed,141,2024-05-18 08:59:45+00:00,2499074317,9760310767,3,Network Usage History,/network/Network-Usage-History/10097,1,event5,agent16,Network,Network Usage History,255
2024-05-18 09:00:00+00:00,Agent agent18 requested device replacement for customer 10098.,api_call,requested_device_replacement,10098,/api/upgrades/upgrade/device/52062,failed,104,2024-05-18 08:59:04+00:00,6993785199,5439557296,5,Upgrade Device,/upgrades/Upgrade-Device/10098,1,event2,agent10,Upgrades,Upgrade Device,80
2024-05-18 09:00:00+00:00,Agent agent15 updated data limit for customer 10099.,api_call,,10099,/api/device/reboot/16010,success,428,2024-05-18 08:59:58+00:00,8590938687,8926127988,2,Network Optimization Settings,/network/Network-Optimization-Settings/10099,1,event4,agent06,Network,Network Optimization Settings,172
2024-05-18 09:00:00+00:00,Agent agent11 checked network status for customer 10100.,api_call,,10100,/api/network/issueresolved/42832,failed,486,2024-05-18 08:59:35+00:00,7595482650,7131262453,4,Eligibility Check,/upgrades/Eligibility-Check/10100,,,agent12,Upgrades,Eligibility Check,220
2024-05-18 09:00:00+00:00,Agent agent03 rebooted device for customer 10101.,api_call,rebooted_device,10101,/api/device/activate/59958,failed,307,2024-05-18 08:59:48+00:00,1217958437,9946513976,3,Payment Options,/billing/Payment-Options/10101,,,agent11,Billing,Payment Options,43
2024-05-18 09:00:00+00:00,Agent agent14 compared plans for customer 10102.,api_call,,10102,/api/plans & perks/plans/features/87864,failed,127,2024-05-18 08:59:50+00:00,2411179159,4457217088,1,Device Details,/device/Device-Details/10102,1,event10,agent19,Device,Device Details,115
2024-05-18 09:00:00+00:00,Agent agent08 ran speed test for customer 10103.,api_call,ran_speed_test,10103,/api/network/optimize/22489,failed,191,2024-05-18 08:59:59+00:00,4455877154,4684886682,3,Payment Options,/billing/Payment-Options/10103,,,agent15,Billing,Payment Options,80
2024-05-18 09:00:00+00:00,Agent agent20 updated data limit for customer 10104.,api_call,,10104,/api/upgrades/upgrade/device/78851,failed,360,2024-05-18 08:59:05+00:00,8259653510,1022535435,2,Speed Test Results,/network/Speed-Test-Results/10104,,,agent18,Network,Speed Test Results,134
2024-05-18 09:00:00+00:00,Agent agent20 compared plans for customer 10105.,api_call,,10105,/api/plans & perks/perks/redeem/30959,success,287,2024-05-18 08:59:27+00:00,5557273144,4828763738,2,Network Usage History,/network/Network-Usage-History/10105,,,agent13,Network,Network Usage History,161
2024-05-18 09:00:00+00:00,Agent agent02 initiated upgrade for customer 10106.,api_call,initiated_upgrade,10106,/api/upgrades/upgrade/checkEligibility/91071,failed,328,2024-05-18 08:59:23+00:00,3392699333,7163408503,3,Billing Details,/billing/Billing-Details/10106,1,event3,agent15,Billing,Billing Details,244
2024-05-18 09:00:00+00:00,Agent agent08 updated language for customer 10107.,api_call,,10107,/api/account/update/language/18623,success,146,2024-05-18 08:59:46+00:00,1259595621,2265645876,1,Upgrade Device,/upgrades/Upgrade-Device/10107,,,agent12,Upgrades,Upgrade Device,276
2024-05-18 09:00:00+00:00,Agent agent01 activated international calling for customer 10108.,api_call,activated_international_calling,10108,/api/account/update/profile/27758,failed,149,2024-05-18 08:59:35+00:00,8782506454,3346221506,1,Device Details,/device/Device-Details/10108,,,agent18,Device,Device Details,124
2024-05-18 09:00:00+00:00,Agent agent02 compared plans for customer 10109.,api_call,,10109,/api/plans & perks/perks/redeem/28820,success,217,2024-05-18 08:59:41+00:00,8079234820,9597698091,4,Upgrade Device,/upgrades/Upgrade-Device/10109,1,event8,agent09,Upgrades,Upgrade Device,163
2024-05-18 09:00:00+00:00,Agent agent17 upgraded device for customer 10110.,api_call,upgraded_device,10110,/api/upgrades/upgrade/device/35054,failed,198,2024-05-18 08:59:38+00:00,3873959562,9613512519,2,Payment History,/billing/Payment-History/10110,1,event3,agent13,Billing,Payment History,103
2024-05-18 09:00:00+00:00,Agent agent05 rebooted device for customer 10111.,api_call,rebooted_device,10111,/api/device/update/firmware/27842,failed,332,2024-05-18 08:59:19+00:00,4157758609,3827622677,2,Network Diagnostics,/network/Network-Diagnostics/10111,1,event4,agent03,Network,Network Diagnostics,257
2024-05-18 09:00:00+00:00,Agent agent11 activated device for customer 10112.,api_call,activated_device,10112,/api/device/reset/73536,failed,382,2024-05-18 08:59:20+00:00,7993854210,8473880619,3,Compare Plans,/plans & perks/Compare-Plans/10112,,,agent10,Plans & Perks,Compare Plans,70
2024-05-18 09:00:00+00:00,Agent agent14 activated device for customer 10113.,api_call,activated_device,10113,/api/upgrades/upgrade/device/73098,success,275,2024-05-18 08:59:00+00:00,5580035074,7664061192,4,Eligibility Check,/upgrades/Eligibility-Check/10113,,,agent05,Upgrades,Eligibility Check,284
2024-05-18 09:00:00+00:00,Agent agent06 requested device replacement for customer 10114.,api_call,requested_device_replacement,10114,/api/device/reset/29674,failed,334,2024-05-18 08:59:38+00:00,1134329902,1822860718,4,Redeem Perks,/plans & perks/Redeem-Perks/10114,,,agent20,Plans & Perks,Redeem Perks,70
2024-05-18 09:00:00+00:00,Agent agent19 updated notification preferences for customer 10115.,api_call,,10115,/api/account/addnote/62785,failed,228,2024-05-18 08:59:40+00:00,3808730741,8234327699,3,Network Optimization Settings,/network/Network-Optimization-Settings/10115,1,event5,agent06,Network,Network Optimization Settings,214
2024-05-18 09:00:00+00:00,Agent agent06 initiated upgrade for customer 10116.,api_call,initiated_upgrade,10116,/api/upgrades/upgrade/plan/90631,success,56,2024-05-18 08:59:19+00:00,6368946620,2534058708,1,International Roaming Charges,/billing/International-Roaming-Charges/10116,1,event2,agent15,Billing,International Roaming Charges,164
2024-05-18 09:00:00+00:00,Agent agent17 viewed plan features for customer 10117.,api_call,,10117,/api/plans & perks/plans/features/74700,failed,468,2024-05-18 08:59:01+00:00,7705539709,4597038886,4,Firmware Update,/device/Firmware-Update/10117,,,agent07,Device,Firmware Update,41
2024-05-18 09:00:00+00:00,Agent agent13 requested device replacement for customer 10118.,api_call,requested_device_replacement,10118,/api/upgrades/upgrade/device/82653,failed,422,2024-05-18 08:59:35+00:00,1646764235,5185233707,4,Network Optimization Settings,/network/Network-Optimization-Settings/10118,,,agent10,Network,Network Optimization Settings,99
2024-05-18 09:00:00+00:00,Agent agent13 compared plans for customer 10119.,api_call,,10119,/api/plans & perks/plans/compare/43272,failed,258,2024-05-18 08:59:42+00:00,5328199694,7367719238,1,Device Compatibility List,/device/Device-Compatibility-List/10119,,,agent08,Device,Device Compatibility List,260
2024-05-18 09:00:00+00:00,Agent agent10 checked upgrade eligibility for customer 10120.,api_call,,10120,/api/upgrades/upgrade/plan/15943,failed,485,2024-05-18 08:59:44+00:00,6436191037,3817202611,2,Network Diagnostics,/network/Network-Diagnostics/10120,,,agent10,Network,Network Diagnostics,94
2024-05-18 09:00:00+00:00,Agent agent11 updated notification preferences for customer 10121.,api_call,,10121,/api/account/update/notifications/11981,success,271,2024-05-18 08:59:19+00:00,3966490621,2352973922,5,Speed Test Results,/network/Speed-Test-Results/10121,,,agent18,Network,Speed Test Results,189
2024-05-18 09:00:00+00:00,Agent agent01 downloaded payment history for customer 10122.,api_call,downloaded_payment_history,10122,/api/billing/add/roamingpackage/79147,failed,66,2024-05-18 08:59:05+00:00,1164884844,8396280632,2,Network Optimization Settings,/network/Network-Optimization-Settings/10122,1,event6,agent16,Network,Network Optimization Settings,233
2024-05-18 09:00:00+00:00,Agent agent15 updated Wi-Fi password for customer 10123.,api_call,updated_Wi-Fi_password,10123,/api/network/troubleshooting/50298,failed,490,2024-05-18 08:59:35+00:00,8829124612,1375689976,4,Compare Plans,/plans & perks/Compare-Plans/10123,1,event2,agent11,Plans & Perks,Compare Plans,260
2024-05-18 09:00:00+00:00,Agent agent11 updated billing address for customer 10124.,api_call,updated_billing_address,10124,/api/billing/refund/78431,success,485,2024-05-18 08:59:14+00:00,4511775403,6029415099,1,Device Details,/device/Device-Details/10124,1,event2,agent13,Device,Device Details,107
2024-05-18 09:00:00+00:00,Agent agent10 updated notification preferences for customer 10125.,api_call,,10125,/api/account/update/profile/65328,failed,377,2024-05-18 08:59:15+00:00,9498089256,8959802267,1,Billing Details,/billing/Billing-Details/10125,,,agent11,Billing,Billing Details,274
2024-05-18 09:00:00+00:00,Agent agent20 updated data limit for customer 10126.,api_call,,10126,/api/device/reset/29819,failed,300,2024-05-18 08:59:58+00:00,7723933489,7463915928,5,Dispute Charge,/billing/Dispute-Charge/10126,,,agent14,Billing,Dispute Charge,195
2024-05-18 09:00:00+00:00,Agent agent20 viewed plan features for customer 10127.,api_call,,10127,/api/plans & perks/perks/redeem/68509,failed,497,2024-05-18 08:59:08+00:00,5401231989,6921890632,1,Network Diagnostics,/network/Network-Diagnostics/10127,1,event10,agent16,Network,Network Diagnostics,261
2024-05-18 09:00:00+00:00,Agent agent18 checked network status for customer 10128.,api_call,,10128,/api/network/optimize/28844,failed,298,2024-05-18 08:59:35+00:00,6088976199,5924138544,5,Account Closure,/account/Account-Closure/10128,1,event9,agent18,Account,Account Closure,111
2024-05-18 09:00:00+00:00,Agent agent13 compared plans for customer 10129.,api_call,,10129,/api/plans & perks/perks/redeem/77281,success,356,2024-05-18 08:59:53+00:00,5805672574,8448001844,1,Eligibility Check,/upgrades/Eligibility-Check/10129,,,agent09,Upgrades,Eligibility Check,248
2024-05-18 09:00:00+00:00,Agent agent11 filed device claim for customer 10130.,api_call,filed_device_claim,10130,/api/device/update/firmware/58830,failed,321,2024-05-18 08:59:40+00:00,3762964587,7478970073,4,Billing Details,/billing/Billing-Details/10130,1,event5,agent04,Billing,Billing Details,176
2024-05-18 09:00:00+00:00,Agent agent11 initiated upgrade for customer 10131.,api_call,initiated_upgrade,10131,/api/upgrades/upgrade/plan/32392,failed,223,2024-05-18 08:59:55+00:00,3767146053,2120452694,1,Device Details,/device/Device-Details/10131,1,event1,agent07,Device,Device Details,134
2024-05-18 09:00:00+00:00,Agent agent03 compared plans for customer 10132.,api_call,,10132,/api/plans & perks/perks/redeem/43078,success,430,2024-05-18 08:59:32+00:00,6798992876,8967220000,1,Device Reset,/device/Device-Reset/10132,1,event9,agent17,Device,Device Reset,272
2024-05-18 09:00:00+00:00,Agent agent08 checked outage status for customer 10133.,api_call,,10133,/api/network/diagnostics/61271,failed,180,2024-05-18 08:59:58+00:00,2351445617,7705996518,3,Plan Features,/plans & perks/Plan-Features/10133,,,agent14,Plans & Perks,Plan Features,123
2024-05-18 09:00:00+00:00,Agent agent08 reset device for customer 10134.,api_call,reset_device,10134,/api/upgrades/upgrade/device/67456,failed,438,2024-05-18 08:59:42+00:00,5545021438,7346818722,3,Network Usage History,/network/Network-Usage-History/10134,1,event9,agent10,Network,Network Usage History,224
2024-05-18 09:00:00+00:00,Agent agent02 optimized network settings for customer 10135.,api_call,optimized_network_settings,10135,/api/network/outage/status/79537,failed,119,2024-05-18 08:59:04+00:00,7154644082,7841466392,5,Payment Options,/billing/Payment-Options/10135,,,agent10,Billing,Payment Options,61
2024-05-18 09:00:00+00:00,Agent agent16 optimized network settings for customer 10136.,api_call,optimized_network_settings,10136,/api/network/speedtest/57429,failed,339,2024-05-18 08:59:21+00:00,6344195492,2493551165,4,Upgrade Device,/upgrades/Upgrade-Device/10136,,,agent05,Upgrades,Upgrade Device,211
2024-05-18 09:00:00+00:00,Agent agent01 fetched invoice for customer 10137.,api_call,,10137,/api/billing/update/address/74412,failed,375,2024-05-18 08:59:44+00:00,5760263889,2023613133,4,Plan Features,/plans & perks/Plan-Features/10137,,,agent04,Plans & Perks,Plan Features,275
2024-05-18 09:00:00+00:00,Agent agent16 updated Wi-Fi password for customer 10138.,api_call,updated_Wi-Fi_password,10138,/api/network/status/35733,failed,337,2024-05-18 08:59:22+00:00,5291538227,6422971600,3,Device Compatibility List,/device/Device-Compatibility-List/10138,1,event6,agent06,Device,Device Compatibility List,206
2024-05-18 09:00:00+00:00,Agent agent18 filed device claim for customer 10139.,api_call,filed_device_claim,10139,/api/device/update/datalimit/82804,failed,302,2024-05-18 08:59:07+00:00,1839830079,9036468985,3,Payment Options,/billing/Payment-Options/10139,1,event7,agent16,Billing,Payment Options,261
2024-05-18 09:00:00+00:00,Agent agent18 viewed plan features for customer 10140.,api_call,,10140,/api/plans & perks/plans/compare/84134,failed,489,2024-05-18 08:59:57+00:00,2785580760,2941264905,5,Payment Options,/billing/Payment-Options/10140,,,agent17,Billing,Payment Options,210
2024-05-18 09:00:00+00:00,Agent agent02 activated international calling for customer 10141.,api_call,activated_international_calling,10141,/api/account/activate/internationalcalling/45671,failed,486,2024-05-18 08:59:02+00:00,2671404467,8925762154,5,International Roaming Charges,/billing/International-Roaming-Charges/10141,1,event9,agent20,Billing,International Roaming Charges,250
2024-05-18 09:00:00+00:00,Agent agent12 updated notification preferences for customer 10142.,api_call,,10142,/api/account/addline/36349,failed,356,2024-05-18 08:59:48+00:00,4645435751,2453317210,1,Network Optimization Settings,/network/Network-Optimization-Settings/10142,1,event5,agent14,Network,Network Optimization Settings,241
2024-05-18 09:00:00+00:00,Agent agent12 downloaded payment history for customer 10143.,api_call,downloaded_payment_history,10143,/api/billing/remove/paymentmethod/51459,failed,53,2024-05-18 08:59:44+00:00,2658458596,8358842916,4,Network Troubleshooting Tips,/network/Network-Troubleshooting-Tips/10143,,,agent10,Network,Network Troubleshooting Tips,161
2024-05-18 09:00:00+00:00,Agent agent13 compared plans for customer 10144.,api_call,,10144,/api/plans & perks/perks/redeem/11758,failed,81,2024-05-18 08:59:39+00:00,3877848606,2659948602,3,Dispute Charge,/billing/Dispute-Charge/10144,1,event7,agent12,Billing,Dispute Charge,97
2024-05-18 09:00:00+00:00,Agent agent06 completed upgrade for customer 10145.,api_call,completed_upgrade,10145,/api/upgrades/upgrade/checkEligibility/88760,failed,194,2024-05-18 08:59:37+00:00,6061952850,9114366684,1,Network Usage History,/network/Network-Usage-History/10145,,,agent02,Network,Network Usage History,261
2024-05-18 09:00:00+00:00,Agent agent16 added roaming package for customer 10146.,api_call,added_roaming_package,10146,/api/billing/add/paymentmethod/79292,failed,69,2024-05-18 08:59:36+00:00,4762282761,7638804532,3,Notification Settings,/account/Notification-Settings/10146,,,agent01,Account,Notification Settings,207
2024-05-18 09:00:00+00:00,Agent agent10 filed device claim for customer 10147.,api_call,filed_device_claim,10147,/api/device/reset/24346,failed,287,2024-05-18 08:59:51+00:00,3977557393,5794569090,4,Firmware Update,/device/Firmware-Update/10147,,,agent19,Device,Firmware Update,229
2024-05-18 09:00:00+00:00,Agent agent16 activated device for customer 10148.,api_call,activated_device,10148,/api/device/configure/92752,failed,291,2024-05-18 08:59:16+00:00,4230995539,9504129583,2,Device Usage,/device/Device-Usage/10148,,,agent04,Device,Device Usage,143
2024-05-18 09:00:00+00:00,Agent agent08 ran speed test for customer 10149.,api_call,ran_speed_test,10149,/api/network/status/11709,failed,421,2024-05-18 08:59:04+00:00,7708703205,8480019268,2,Invoice Details,/billing/Invoice-Details/10149,,,agent16,Billing,Invoice Details,97
2024-05-18 09:00:00+00:00,Agent agent19 updated billing address for customer 10150.,api_call,updated_billing_address,10150,/api/billing/add/roamingpackage/55553,failed,264,2024-05-18 08:59:36+00:00,1547565380,7419167771,5,Troubleshooting Guide,/device/Troubleshooting-Guide/10150,,,agent03,Device,Troubleshooting Guide,186
2024-05-18 09:00:00+00:00,Agent agent04 compared plans for customer 10151.,api_call,,10151,/api/plans & perks/plans/features/88900,failed,469,2024-05-18 08:59:13+00:00,3984224237,3423114547,5,Plan Features,/plans & perks/Plan-Features/10151,,,agent20,Plans & Perks,Plan Features,263
2024-05-18 09:00:00+00:00,Agent agent13 downloaded payment history for customer 10152.,api_call,downloaded_payment_history,10152,/api/billing/scheduleautopay/94426,success,121,2024-05-18 08:59:51+00:00,3374023581,7741028302,5,Eligibility Check,/upgrades/Eligibility-Check/10152,,,agent18,Upgrades,Eligibility Check,239
2024-05-18 09:00:00+00:00,Agent agent03 reset password for customer 10153.,api_call,reset_password,10153,/api/account/addline/53536,failed,382,2024-05-18 08:59:16+00:00,4025497669,6684466896,4,Upgrade Plan,/upgrades/Upgrade-Plan/10153,,,agent14,Upgrades,Upgrade Plan,117
2024-05-18 09:00:00+00:00,Agent agent15 fetched invoice for customer 10154.,api_call,,10154,/api/billing/add/paymentmethod/40449,failed,470,2024-05-18 08:59:10+00:00,9731603657,5523285721,5,Upgrade Plan,/upgrades/Upgrade-Plan/10154,,,agent16,Upgrades,Upgrade Plan,44
2024-05-18 09:00:00+00:00,Agent agent02 downloaded payment history for customer 10155.,api_call,downloaded_payment_history,10155,/api/billing/invoices/40784,failed,201,2024-05-18 08:59:55+00:00,8625406385,8883132206,4,Plan Features,/plans & perks/Plan-Features/10155,1,event1,agent14,Plans & Perks,Plan Features,179
2024-05-18 09:00:00+00:00,Agent agent12 added roaming package for customer 10156.,api_call,added_roaming_package,10156,/api/billing/payment/history/download/26832,failed,54,2024-05-18 08:59:18+00:00,3050567806,6872655460,3,Billing Details,/billing/Billing-Details/10156,1,event3,agent14,Billing,Billing Details,257
2024-05-18 09:00:00+00:00,Agent agent20 viewed troubleshooting guide for customer 10157.,api_call,,10157,/api/network/updateqos/41604,failed,74,2024-05-18 08:59:49+00:00,6168110752,3321499969,4,Device Replacement Options,/account/Device-Replacement-Options/10157,,,agent14,Account,Device Replacement Options,111
2024-05-18 09:00:00+00:00,Agent agent15 updated language for customer 10158.,api_call,,10158,/api/account/updatesecurityquestions/78386,failed,383,2024-05-18 08:59:20+00:00,5582147647,2919586987,1,Payment Options,/billing/Payment-Options/10158,,,agent01,Billing,Payment Options,150
2024-05-18 09:00:00+00:00,Agent agent09 added account note for customer 10159.,api_call,,10159,/api/account/addnote/72474,failed,108,2024-05-18 08:59:37+00:00,6952111374,6977674447,4,Payment Options,/billing/Payment-Options/10159,,,agent09,Billing,Payment Options,252
2024-05-18 09:00:00+00:00,Agent agent18 viewed plan features for customer 10160.,api_call,,10160,/api/plans & perks/plans/features/78356,failed,421,2024-05-18 08:59:39+00:00,5089958469,4260915119,4,Coverage Map,/network/Coverage-Map/10160,1,event2,agent05,Network,Coverage Map,41
2024-05-18 09:00:00+00:00,Agent agent01 updated firmware for customer 10161.,api_call,,10161,/api/device/fileclaim/92681,success,409,2024-05-18 08:59:34+00:00,1852813736,9796225540,4,Eligibility Check,/upgrades/Eligibility-Check/10161,,,agent13,Upgrades,Eligibility Check,187
2024-05-18 09:00:00+00:00,Agent agent18 viewed plan features for customer 10162.,api_call,,10162,/api/plans & perks/plans/features/40980,failed,263,2024-05-18 08:59:07+00:00,8739970355,5807577850,2,Customer Dashboard,/billing/Customer-Dashboard/10162,,,agent20,Billing,Customer Dashboard,34
2024-05-18 09:00:00+00:00,Agent agent09 rebooted device for customer 10163.,api_call,rebooted_device,10163,/api/device/replacement/request/10090,failed,391,2024-05-18 08:59:43+00:00,6725384117,9832213594,2,Troubleshooting Guide,/device/Troubleshooting-Guide/10163,1,event3,agent17,Device,Troubleshooting Guide,114
2024-05-18 09:00:00+00:00,Agent agent07 added new line for customer 10164.,api_call,,10164,/api/account/activate/internationalcalling/62749,failed,61,2024-05-18 08:59:16+00:00,8204571459,6812350575,3,Customer Dashboard,/billing/Customer-Dashboard/10164,,,agent07,Billing,Customer Dashboard,95
2024-05-18 09:00:00+00:00,Agent agent20 compared plans for customer 10165.,api_call,,10165,/api/plans & perks/plans/compare/66989,failed,80,2024-05-18 08:59:18+00:00,4248043266,3313032455,3,Payment Options,/billing/Payment-Options/10165,1,event5,agent11,Billing,Payment Options,135
2024-05-18 09:00:00+00:00,Agent agent08 checked outage status for customer 10166.,api_call,,10166,/api/network/update/wifi-password/15747,failed,304,2024-05-18 08:59:13+00:00,7567346721,1813267934,1,Upgrade Device,/upgrades/Upgrade-Device/10166,,,agent19,Upgrades,Upgrade Device,209
2024-05-18 09:00:00+00:00,Agent agent13 updated security settings for customer 10167.,api_call,,10167,/api/account/password/reset/15554,failed,216,2024-05-18 08:59:44+00:00,1345913609,6007743027,5,Network Usage History,/network/Network-Usage-History/10167,,,agent02,Network,Network Usage History,57
2024-05-18 09:00:00+00:00,Agent agent18 resolved network issue for customer 10168.,api_call,resolved_network_issue,10168,/api/network/status/59976,failed,84,2024-05-18 08:59:09+00:00,3455901401,4308594587,3,Device Reset,/device/Device-Reset/10168,1,event7,agent12,Device,Device Reset,115
2024-05-18 09:00:00+00:00,Agent agent01 added roaming package for customer 10169.,api_call,added_roaming_package,10169,/api/billing/add/paymentmethod/11427,failed,297,2024-05-18 08:59:19+00:00,1871782639,7425495959,2,Eligibility Check,/upgrades/Eligibility-Check/10169,,,agent06,Upgrades,Eligibility Check,281
2024-05-18 09:00:00+00:00,Agent agent17 initiated upgrade for customer 10170.,api_call,initiated_upgrade,10170,/api/upgrades/upgrade/plan/33530,success,456,2024-05-18 08:59:16+00:00,4524705028,3619480846,1,Redeem Perks,/plans & perks/Redeem-Perks/10170,1,event7,agent03,Plans & Perks,Redeem Perks,199
2024-05-18 09:00:00+00:00,Agent agent20 downloaded payment history for customer 10171.,api_call,downloaded_payment_history,10171,/api/billing/dispute/38227,failed,482,2024-05-18 08:59:52+00:00,5552978956,3535215269,4,Customer Dashboard,/billing/Customer-Dashboard/10171,,,agent05,Billing,Customer Dashboard,265
2024-05-18 09:00:00+00:00,Agent agent04 fetched invoice for customer 10172.,api_call,,10172,/api/billing/dispute/63599,failed,427,2024-05-18 08:59:02+00:00,4996564990,8874204998,2,Notification Settings,/account/Notification-Settings/10172,1,event1,agent04,Account,Notification Settings,249
2024-05-18 09:00:00+00:00,Agent agent06 fetched invoice for customer 10173.,api_call,,10173,/api/billing/dispute/15290,failed,434,2024-05-18 08:59:00+00:00,1873342811,6411568226,1,Upgrade Device,/upgrades/Upgrade-Device/10173,1,event4,agent04,Upgrades,Upgrade Device,105
2024-05-18 09:00:00+00:00,Agent agent01 rebooted device for customer 10174.,api_call,rebooted_device,10174,/api/upgrades/upgrade/device/65713,success,493,2024-05-18 08:59:02+00:00,1402327056,9192416505,2,Upgrade Plan,/upgrades/Upgrade-Plan/10174,1,event4,agent16,Upgrades,Upgrade Plan,202
2024-05-18 09:00:00+00:00,Agent agent05 reported outage for customer 10175.,api_call,reported_outage,10175,/api/network/diagnostics/74066,failed,195,2024-05-18 08:59:18+00:00,8068756461,8610380247,2,Upgrade Plan,/upgrades/Upgrade-Plan/10175,,,agent04,Upgrades,Upgrade Plan,244
2024-05-18 09:00:00+00:00,Agent agent17 updated Wi-Fi password for customer 10176.,api_call,updated_Wi-Fi_password,10176,/api/network/troubleshoot/signal/61617,failed,407,2024-05-18 08:59:58+00:00,6915241871,6413046947,3,Upgrade Device,/upgrades/Upgrade-Device/10176,1,event2,agent06,Upgrades,Upgrade Device,99
2024-05-18 09:00:00+00:00,Agent agent13 viewed plan features for customer 10177.,api_call,,10177,/api/plans & perks/plans/features/23048,failed,278,2024-05-18 08:59:26+00:00,6410474478,9076089212,2,Invoice Details,/billing/Invoice-Details/10177,1,event1,agent04,Billing,Invoice Details,101
2024-05-18 09:00:00+00:00,Agent agent19 upgraded device for customer 10178.,api_call,upgraded_device,10178,/api/device/reset/74426,failed,255,2024-05-18 08:59:03+00:00,4824259731,6746153600,1,Plan Features,/plans & perks/Plan-Features/10178,1,event3,agent04,Plans & Perks,Plan Features,121
2024-05-18 09:00:00+00:00,Agent agent20 checked network status for customer 10179.,api_call,,10179,/api/network/troubleshooting/77588,failed,102,2024-05-18 08:59:33+00:00,1761025976,2122427088,3,Device Compatibility List,/device/Device-Compatibility-List/10179,1,event8,agent13,Device,Device Compatibility List,30
2024-05-18 09:00:00+00:00,Agent agent18 completed upgrade for customer 10180.,api_call,completed_upgrade,10180,/api/upgrades/upgrade/plan/64831,failed,328,2024-05-18 08:59:46+00:00,7877969388,8303625550,4,Compare Plans,/plans & perks/Compare-Plans/10180,1,event4,agent09,Plans & Perks,Compare Plans,241
2024-05-18 09:00:00+00:00,Agent agent04 compared plans for customer 10181.,api_call,,10181,/api/plans & perks/plans/features/85406,failed,128,2024-05-18 08:59:57+00:00,2068528499,8149695675,1,Account Overview,/account/Account-Overview/10181,,,agent02,Account,Account Overview,187
2024-05-18 09:00:00+00:00,Agent agent17 filed device claim for customer 10182.,api_call,filed_device_claim,10182,/api/device/upgrade/78693,success,256,2024-05-18 08:59:44+00:00,4820386184,9992596997,4,Redeem Perks,/plans & perks/Redeem-Perks/10182,1,event5,agent09,Plans & Perks,Redeem Perks,272
2024-05-18 09:00:00+00:00,Agent agent02 ran speed test for customer 10183.,api_call,ran_speed_test,10183,/api/network/troubleshooting/70964,success,466,2024-05-18 08:59:29+00:00,1152799018,6761618905,3,Compare Plans,/plans & perks/Compare-Plans/10183,,,agent08,Plans & Perks,Compare Plans,299
2024-05-18 09:00:00+00:00,Agent agent01 fetched invoice for customer 10184.,api_call,,10184,/api/billing/scheduleautopay/25686,success,412,2024-05-18 08:59:22+00:00,9066470853,2908982899,5,Payment Options,/billing/Payment-Options/10184,,,agent05,Billing,Payment Options,164
2024-05-18 09:00:00+00:00,Agent agent04 checked network status for customer 10185.,api_call,,10185,/api/network/outage/status/10968,failed,472,2024-05-18 08:59:55+00:00,4576081018,1324759250,2,Troubleshooting Guide,/device/Troubleshooting-Guide/10185,1,event5,agent17,Device,Troubleshooting Guide,182
2024-05-18 09:00:00+00:00,Agent agent05 completed upgrade for customer 10186.,api_call,completed_upgrade,10186,/api/upgrades/upgrade/plan/66736,failed,388,2024-05-18 08:59:10+00:00,8047801495,7564544580,3,Device Usage,/device/Device-Usage/10186,1,event6,agent05,Device,Device Usage,38
2024-05-18 09:00:00+00:00,Agent agent16 configured device for customer 10187.,api_call,,10187,/api/device/checkcompatibility/74036,failed,202,2024-05-18 08:59:32+00:00,9432668812,7109008759,2,Dispute Charge,/billing/Dispute-Charge/10187,,,agent05,Billing,Dispute Charge,103
2024-05-18 09:00:00+00:00,Agent agent20 adjusted QoS settings for customer 10188.,api_call,adjusted_QoS_settings,10188,/api/network/troubleshoot/signal/87489,failed,135,2024-05-18 08:59:35+00:00,9107617792,3964339705,3,Network Diagnostics,/network/Network-Diagnostics/10188,,,agent03,Network,Network Diagnostics,224
2024-05-18 09:00:00+00:00,Agent agent13 troubleshot signal for customer 10189.,api_call,,10189,/api/network/speedtest/55995,failed,466,2024-05-18 08:59:58+00:00,6281809892,6099223543,2,Redeem Perks,/plans & perks/Redeem-Perks/10189,,,agent05,Plans & Perks,Redeem Perks,157
2024-05-18 09:00:00+00:00,Agent agent09 updated language for customer 10190.,api_call,,10190,/api/account/update/language/65428,success,439,2024-05-18 08:59:14+00:00,9619545769,5458245085,4,Upgrade Device,/upgrades/Upgrade-Device/10190,1,event9,agent10,Upgrades,Upgrade Device,112
